"Product Name","Category","Sub-Category","total_sales","total_profit","profit_margin","total_quantity"
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","Office Supplies","Paper","189.856000000000016","86.272800000000002","0.4544","28"
"DIXON Ticonderoga Erasable Checking Pencils","Office Supplies","Art","189.720000000000004","53.5680000000000020","0.2824","40"
"Xerox 1923","Office Supplies","Paper","189.712","78.5567999999999994","0.4141","32"
"Storex DuraTech Recycled Plastic Frosted Binders","Office Supplies","Binders","188.2560000000000024","22.8959999999999920","0.1216","78"
"Acrylic Self-Standing Desk Frames","Furniture","Furnishings","187.967999999999996","65.46839999999999906","0.3483","74"
"Avery 513","Office Supplies","Labels","187.248000000000020","68.923199999999996","0.3681","44"
"Eldon Expressions Mahogany Wood Desk Collection","Furniture","Furnishings","187.20","46.800000000000012","0.2500","30"
"Tensor ""Hersey Kiss"" Styled Floor Lamp","Furniture","Furnishings","187.056000000000010","4.1567999999999932","0.0222","16"
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate","Office Supplies","Paper","186.496","62.9424","0.3375","8"
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","Office Supplies","Envelopes","186.4400000000000092","79.0599999999999936","0.4241","70"
"Newell 35","Office Supplies","Art","186.304000000000002","46.57599999999997624","0.2500","60"
"Presstex Flexible Ring Binders","Office Supplies","Binders","185.6399999999999982","49.1399999999999932","0.2647","60"
"Xerox 196","Office Supplies","Paper","184.9600000000000114","78.8392000000000060","0.4263","36"
"Xerox 1987","Office Supplies","Paper","184.96","90.6304000000000056","0.4900","32"
"OIC Bulk Pack Metal Binder Clips","Office Supplies","Fasteners","184.2720000000000178","71.1959999999999984","0.3864","60"
"Avery Binding System Hidden Tab Executive Style Index Sets","Office Supplies","Binders","183.4859999999999892","33.4659999999999980","0.1824","52"
"Acco Translucent Poly Ring Binders","Office Supplies","Binders","183.4559999999999994","32.5728000000000064","0.1776","62"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies","Appliances","183.3719999999999962","-20.8235999999999910","-0.1136","36"
"Akro Stacking Bins","Office Supplies","Storage","183.047999999999996","-13.8864000000000268","-0.0759","26"
"Penpower WorldCard Pro Card Scanner","Technology","Machines","182.950","-3.6589999999999918","-0.0200","2"
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","Office Supplies","Binders","182.880","69.7991999999999854","0.3817","56"
"Avery 481","Office Supplies","Labels","182.3360000000000056","86.2399999999999974","0.4730","60"
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","Furniture","Bookcases","181.764","-381.70440000000008","-2.1000","6"
"Acme Preferred Stainless Steel Scissors","Office Supplies","Supplies","181.76","52.7103999999999930","0.2900","32"
"Fluorescent Highlighters by Dixon","Office Supplies","Art","181.488000000000004","44.8943999999999880","0.2474","52"
"Avery 48","Office Supplies","Labels","181.439999999999994","79.3799999999999898","0.4375","30"
"Avery Durable Slant Ring Binders With Label Holder","Office Supplies","Binders","181.41199999999999948","24.9127999999999934","0.1373","72"
"Prang Colored Pencils","Office Supplies","Art","181.1039999999999968","77.616","0.4286","64"
"Xerox 1920","Office Supplies","Paper","179.400000000000004","80.729999999999996","0.4500","30"
"Xerox 1956","Office Supplies","Paper","179.40","81.8064","0.4560","32"
"Avery Durable Slant Ring Binders, No Labels","Office Supplies","Binders","179.1000000000000078","27.2231999999999982","0.1520","72"
"Xerox 1967","Office Supplies","Paper","178.848000000000024","77.7600000000000044","0.4348","30"
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Office Supplies","Paper","178.816","76.5048","0.4278","38"
"Avery 480","Office Supplies","Labels","178.50","84.8999999999999918","0.4756","48"
"Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","177.84","48.0168","0.2700","26"
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","Office Supplies","Art","177.792","53.7079999999999918","0.3021","40"
"Avery 478","Office Supplies","Labels","176.76","86.612399999999998","0.4900","36"
"Manco Dry-Lighter Erasable Highlighter","Office Supplies","Art","176.320000000000006","55.9359999999999904","0.3172","60"
"TOPS Money Receipt Book, Consecutively Numbered in Red,","Office Supplies","Paper","176.22","79.298999999999994","0.4500","22"
"AmazonBasics 3-Button USB Wired Mouse","Technology","Accessories","176.148000000000010","64.5876000000000088","0.3667","28"
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","Office Supplies","Appliances","175.50","41.66499999999999462","0.2374","58"
"Advantus Map Pennant Flags and Round Head Tacks","Office Supplies","Fasteners","175.380000000000002","41.0799999999999868","0.2342","50"
"Cardinal Holdit Business Card Pockets","Office Supplies","Binders","175.2960000000000200","45.8160000000000024","0.2614","50"
"Advantus Panel Wall Acrylic Frame","Furniture","Furnishings","175.040000000000006","50.324000000000004","0.2875","40"
"Avery 508","Office Supplies","Labels","174.796","79.6401999999999968","0.4556","38"
"Avery Durable Binders","Office Supplies","Binders","174.5279999999999978","27.6480000000000026","0.1584","100"
"HP Office Paper (20Lb. and 87 Bright)","Office Supplies","Paper","173.680000000000004","76.419199999999996","0.4400","28"
"Newell 333","Office Supplies","Art","173.4719999999999900","37.69679999999999502","0.2173","66"
"Xerox 1992","Office Supplies","Paper","172.224000000000004","80.7300000000000112","0.4688","30"
"BIC Brite Liner Highlighters","Office Supplies","Art","172.223999999999992","61.7687999999999992","0.3587","46"
"Boston 16701 Slimline Battery Pencil Sharpener","Office Supplies","Art","172.152","38.2559999999999794","0.2222","12"
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","Office Supplies","Binders","171.9900000000000050","30.1938000000000068","0.1756","42"
"Prestige Round Ring Binders","Office Supplies","Binders","171.4560000000000222","36.1151999999999838","0.2106","42"
"Xerox 229","Office Supplies","Paper","171.072000000000018","69.9840","0.4091","30"
"Xerox 1986","Office Supplies","Paper","171.008","80.6943999999999956","0.4719","26"
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders","Office Supplies","Binders","170.5100000000000044","17.3399999999999904","0.1017","20"
"Xerox 1932","Office Supplies","Paper","170.112","57.412799999999982","0.3375","6"
"Avery 487","Office Supplies","Labels","169.740","71.9550","0.4239","50"
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black","Furniture","Furnishings","169.68","44.116800000000012","0.2600","12"
"Magna Visual Magnetic Picture Hangers","Furniture","Furnishings","169.6640000000000044","56.1048000000000108","0.3307","38"
"Xerox 1954","Office Supplies","Paper","168.960","64.4159999999999974","0.3812","36"
"Avery 512","Office Supplies","Labels","168.776000000000010","70.7472000000000016","0.4192","64"
"Xerox 200","Office Supplies","Paper","168.480000000000020","67.3920000000000012","0.4000","30"
"Xerox 2000","Office Supplies","Paper","168.4800000000000102","74.1312000000000032","0.4400","28"
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","Office Supplies","Art","167.9040000000000088","31.7152000000000136","0.1889","16"
"Belkin iPhone and iPad Lightning Cable","Technology","Phones","167.888","12.59159999999999078","0.0750","14"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags","Office Supplies","Appliances","167.8080000000000098","25.5208","0.1521","44"
"Southworth Parchment Paper & Envelopes","Office Supplies","Paper","167.424000000000008","61.4759999999999980","0.3672","30"
"Avery 483","Office Supplies","Labels","167.328000000000016","65.1383999999999988","0.3893","38"
"Master Giant Foot Doorstop, Safety Yellow","Furniture","Furnishings","166.98","63.1488","0.3782","24"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack","Technology","Accessories","166.880000000000024","22.9459999999999908","0.1375","28"
"Newell Chalk Holder","Office Supplies","Art","166.8520000000000006","73.1835999999999966","0.4386","42"
"3M Organizer Strips","Office Supplies","Binders","166.3200000000000138","20.3040000000000068","0.1221","52"
"Avery Durable Poly Binders","Office Supplies","Binders","165.9000000000000062","-31.1892000000000036","-0.1880","66"
"OIC Stacking Trays","Furniture","Furnishings","165.664000000000006","53.4400000000000156","0.3226","60"
"Newell 351","Office Supplies","Art","165.311999999999994","44.2143999999999792","0.2675","52"
"Things To Do Today Spiral Book","Office Supplies","Paper","164.736000000000016","59.7167999999999856","0.3625","26"
"Xerox 1902","Office Supplies","Paper","164.448000000000008","65.779199999999996","0.4000","8"
"Zipper Ring Binder Pockets","Office Supplies","Binders","163.4880000000000194","23.46239999999999766","0.1435","88"
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","Office Supplies","Art","163.3039999999999968","38.85920000000000254","0.2380","58"
"Acme Stainless Steel Office Snips","Office Supplies","Supplies","162.847999999999992","24.8634000000000082","0.1527","26"
"Newell 320","Office Supplies","Art","162.6400000000000180","18.91760000000000310","0.1163","46"
"G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","Furnishings","162.015999999999996","51.5263999999999968","0.3180","32"
"Adams Telephone Message Books, 5 1/4” x 11”","Office Supplies","Paper","161.8720000000000114","65.8359999999999980","0.4067","30"
"Verbatim Slim CD and DVD Storage Cases, 50/Pack","Technology","Accessories","161.559999999999996","32.3119999999999978","0.2000","16"
"Quartet Omega Colored Chalk, 12/Pack","Office Supplies","Art","161.183999999999996","68.3279999999999922","0.4239","30"
"Tuff Stuff Recycled Round Ring Binders","Office Supplies","Binders","160.9880000000000116","47.9108000000000014","0.2976","46"
"Xerox 221","Office Supplies","Paper","160.704000000000028","66.3552000000000026","0.4129","28"
"Newell 317","Office Supplies","Art","159.9359999999999984","26.34239999999998904","0.1647","64"
"Eldon File Chest Portable File","Office Supplies","Storage","158.8","11.9100000000000108","0.0750","10"
"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3","Technology","Phones","158.4600000000000050","59.0749999999999980","0.3728","26"
"Xerox 1966","Office Supplies","Paper","158.1120000000000182","65.5776000000000024","0.4148","28"
"Xerox 231","Office Supplies","Paper","158.1120000000000182","63.7632000000000026","0.4033","28"
"Xerox 1946","Office Supplies","Paper","158.112000000000008","70.5024000000000092","0.4459","26"
"Avery 474","Office Supplies","Labels","156.671999999999996","68.5440000000000012","0.4375","60"
"Sterilite Show Offs Storage Containers","Office Supplies","Storage","156.288000000000004","-12.672","-0.0811","32"
"Avery Poly Binder Pockets","Office Supplies","Binders","156.0880000000000078","29.4991999999999874","0.1890","68"
"Fashion Color Clasp Envelopes","Office Supplies","Envelopes","155.808000000000004","73.0350","0.4687","30"
"Bulldog Table or Wall-Mount Pencil Sharpener","Office Supplies","Art","155.740000000000012","45.1646","0.2900","26"
"Xerox 193","Office Supplies","Paper","155.48","76.1852000000000086","0.4900","26"
"Plymouth Boxed Rubber Bands by Plymouth","Office Supplies","Fasteners","154.487999999999998","-6.59399999999999876","-0.0427","36"
"Xerox 1963","Office Supplies","Paper","154.176000000000004","55.4399999999999934","0.3596","34"
"Memo Book, 100 Message Capacity, 5 3/8” x 11”","Office Supplies","Paper","153.672000000000004","72.7919999999999978","0.4737","24"
"Acme Value Line Scissors","Office Supplies","Supplies","153.30","40.87999999999998950","0.2667","44"
"Xerox 1994","Office Supplies","Paper","152.928000000000012","65.318400000000002","0.4271","26"
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""","Office Supplies","Paper","152.184","59.0832","0.3882","16"
"Newell 328","Office Supplies","Art","151.839999999999990","39.4783999999999930","0.2600","26"
"Xerox 198","Office Supplies","Paper","151.392000000000020","66.9312000000000114","0.4421","32"
"Rogers Handheld Barrel Pencil Sharpener","Office Supplies","Art","151.2480000000000010","31.23600000000001404","0.2065","60"
"SmartStand Mobile Device Holder, Assorted Colors","Technology","Phones","150.984000000000014","20.1312000000000032","0.1333","26"
"Fiskars Spring-Action Scissors","Office Supplies","Supplies","150.984000000000006","26.8416000000000016","0.1778","12"
"Eldon 200 Class Desk Accessories, Black","Furniture","Furnishings","150.72","57.273600000000004","0.3800","24"
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","Office Supplies","Art","150.696000000000014","40.1855999999999894","0.2667","28"
"Newell 331","Office Supplies","Art","150.611999999999988","29.2422","0.1942","34"
"Xerox 22","Office Supplies","Paper","150.336000000000022","62.726400000000002","0.4172","26"
"KeyTronic KT800P2 - Keyboard - Black","Technology","Accessories","150.200","2.40319999999999690","0.0160","12"
"Tops Wirebound Message Log Books","Office Supplies","Paper","147.392000000000006","58.5619999999999940","0.3973","50"
"Sanford Colorific Colored Pencils, 12/Box","Office Supplies","Art","146.303999999999994","41.47199999999999416","0.2835","52"
"XtraLife ClearVue Slant-D Ring Binders by Cardinal","Office Supplies","Binders","145.8239999999999964","-26.6559999999999938","-0.1828","44"
"Adams ""While You Were Out"" Message Pads","Office Supplies","Paper","145.696000000000008","62.7999999999999900","0.4310","48"
"Universal Recycled Hanging Pressboard Report Binders, Letter Size","Office Supplies","Binders","145.6120000000000012","17.2759999999999844","0.1186","40"
"Southworth Structures Collection","Office Supplies","Paper","145.60","72.80","0.5000","20"
"Stacking Trays by OIC","Furniture","Furnishings","145.4160000000000056","18.62519999999999108","0.1281","38"
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","Office Supplies","Paper","144.504","62.6184000000000020","0.4333","24"
"Ibico Presentation Index for Binding Systems","Office Supplies","Binders","144.0760000000000034","30.1683999999999968","0.2094","54"
"Vtech AT&T CL2940 Corded Speakerphone, Black","Technology","Machines","143.952","48.5838","0.3375","6"
"GBC Instant Index System for Binding Systems","Office Supplies","Binders","143.8560000000000164","-24.8639999999999990","-0.1728","38"
"#6 3/4 Gummed Flap White Envelopes","Office Supplies","Envelopes","142.5600000000000156","49.8959999999999876","0.3500","18"
"Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","Office Supplies","Labels","142.50","64.4999999999999954","0.4526","40"
"Xerox 1981","Office Supplies","Paper","141.504000000000004","60.191999999999998","0.4254","28"
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad","Office Supplies","Paper","140.384000000000008","63.258400000000004","0.4506","34"
"Xerox 1975","Office Supplies","Paper","139.968000000000012","60.6528000000000030","0.4333","24"
"Recycled Pressboard Report Cover with Reinforced Top Hinge","Office Supplies","Binders","139.5360000000000032","27.5196000000000100","0.1972","68"
"Stockwell Push Pins","Office Supplies","Fasteners","139.5200000000000114","40.1992000000000000","0.2881","68"
"Xerox 1899","Office Supplies","Paper","138.7200000000000102","56.1816000000000046","0.4050","28"
"Woodgrain Magazine Files by Perma","Office Supplies","Storage","138.272","5.2447999999999846","0.0379","48"
"GBC Plasticlear Binding Covers","Office Supplies","Binders","137.7600000000000172","-136.8416000000000244","-0.9933","46"
"Avery 52","Office Supplies","Labels","137.268","62.9514","0.4586","38"
"Newell 336","Office Supplies","Art","136.960000000000012","27.5631999999999848","0.2012","36"
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13","Office Supplies","Envelopes","136.560","46.088999999999998","0.3375","10"
"Avoid Verbal Orders Carbonless Minifold Book","Office Supplies","Paper","136.552","59.8935999999999892","0.4386","42"
"Avery Non-Stick Heavy Duty View Round Locking Ring Binders","Office Supplies","Binders","136.344000000000004","61.7135999999999984","0.4526","24"
"Poly String Tie Envelopes","Office Supplies","Envelopes","136.2720000000000046","60.58799999999998904","0.4446","70"
"Barrel Sharpener","Office Supplies","Art","135.659999999999986","35.2715999999999982","0.2600","38"
"Xerox 1897","Office Supplies","Paper","135.4560000000000096","54.1824000000000118","0.4000","32"
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","Office Supplies","Binders","134.5000000000000010","39.3815999999999994","0.2928","34"
"Acco Hot Clips Clips to Go","Office Supplies","Fasteners","134.2320000000000016","50.9949999999999958","0.3799","46"
"Newell 332","Office Supplies","Art","134.063999999999996","31.0464000000000024","0.2316","48"
"Avery 49","Office Supplies","Labels","133.631999999999998","63.1296","0.4724","48"
"Wilson Jones data.warehouse D-Ring Binders with DublLock","Office Supplies","Binders","133.3260000000000118","30.6156000000000028","0.2296","24"
"Insertable Tab Post Binder Dividers","Office Supplies","Binders","133.1319999999999966","-79.3980000000000318","-0.5964","50"
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","Furniture","Furnishings","133.12","37.0239999999999932","0.2781","14"
"Avery 501","Office Supplies","Labels","132.840","46.7891999999999980","0.3522","44"
"GBC ProClick Spines for 32-Hole Punch","Office Supplies","Binders","132.8179999999999974","-26.5636000000000156","-0.2000","24"
"Avery 506","Office Supplies","Labels","132.160000000000006","56.3331999999999936","0.4262","34"
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies","Fasteners","132.059999999999992","60.5629999999999966","0.4586","38"
"Newell 348","Office Supplies","Art","131.200","19.41759999999998188","0.1480","48"
"Newell 321","Office Supplies","Art","131.199999999999994","28.73279999999998210","0.2190","44"
"Pastel Pink Envelopes","Office Supplies","Envelopes","131.04","62.8992","0.4800","18"
"Avery Fluorescent Highlighter Four-Color Set","Office Supplies","Art","130.928","18.70399999999998864","0.1429","48"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","Technology","Phones","130.6800000000000056","7.82099999999999892","0.0598","34"
"Stackable Trays","Furniture","Furnishings","130.5920000000000112","34.24959999999998924","0.2623","46"
"Newell 343","Office Supplies","Art","130.536","27.51840000000000330","0.2108","48"
"ACCOHIDE Binder by Acco","Office Supplies","Binders","130.5080000000000082","38.5742000000000058","0.2956","42"
"Xerox 1927","Office Supplies","Paper","130.1120000000000176","45.3679999999999808","0.3487","36"
"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S","Technology","Phones","129.944","25.9888","0.2000","16"
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","Office Supplies","Paper","128.128000000000002","41.6415999999999870","0.3250","22"
"Advantus T-Pin Paper Clips","Office Supplies","Fasteners","128.083999999999994","40.0488000000000040","0.3127","32"
"Ultra Commercial Grade Dual Valve Door Closer","Furniture","Furnishings","127.648000000000010","19.1471999999999874","0.1500","4"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","Office Supplies","Binders","127.2540000000000136","-27.8130000000000134","-0.2186","74"
"Shocksock Galaxy S4 Armband","Technology","Phones","127.02","-20.14800000000001554","-0.1586","14"
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","Office Supplies","Binders","125.8919999999999986","-0.3227999999999946","-0.0026","46"
"Peel & Seel Envelopes","Office Supplies","Envelopes","125.712","53.0784000000000006","0.4222","36"
"G.E. Halogen Desk Lamp Bulbs","Furniture","Furnishings","125.6400000000000050","45.7888000000000012","0.3644","22"
"Avery 515","Office Supplies","Labels","125.299999999999992","58.890999999999990","0.4700","10"
"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad","Office Supplies","Paper","125.216000000000002","57.075200000000006","0.4558","18"
"Newell 350","Office Supplies","Art","124.639999999999994","31.48799999999998316","0.2526","40"
"Park Ridge Embossed Executive Business Envelopes","Office Supplies","Envelopes","124.56","58.5432","0.4700","8"
"Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","124.2600000000000014","10.8564000000000054","0.0874","34"
"Hoover Portapower Portable Vacuum","Office Supplies","Appliances","123.6480000000000094","2.68799999999999682","0.0217","36"
"Newell 318","Office Supplies","Art","123.431999999999992","28.80079999999999678","0.2333","46"
"Anker 24W Portable Micro USB Car Charger","Technology","Phones","123.088","28.1343999999999962","0.2286","16"
"Newell 311","Office Supplies","Art","122.875999999999998","26.07800000000000034","0.2122","60"
"Xerox 206","Office Supplies","Paper","121.8240000000000162","47.6928","0.3915","22"
"Xerox 1924","Office Supplies","Paper","120.2240000000000084","49.4768000000000064","0.4115","24"
"Spiral Phone Message Books with Labels by Adams","Office Supplies","Paper","120.064000000000010","51.5200000000000064","0.4291","30"
"NETGEAR RangeMax WNR1000 Wireless Router","Technology","Accessories","119.952","23.990399999999994","0.2000","6"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Office Supplies","Binders","119.6340000000000024","26.3652000000000088","0.2204","48"
"Newell 330","Office Supplies","Art","119.60","22.2456000000000032","0.1860","22"
"Crayola Anti Dust Chalk, 12/Pack","Office Supplies","Art","119.3920000000000056","49.32199999999999684","0.4131","70"
"Master Caster Door Stop, Large Brown","Furniture","Furnishings","119.392","29.119999999999996","0.2439","20"
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606","Office Supplies","Art","118.98","35.6939999999999882","0.3000","6"
"Executive Impressions 16-1/2"" Circular Wall Clock","Furniture","Furnishings","117.568","-2.137599999999984","-0.0182","8"
"Ideal Clamps","Office Supplies","Fasteners","117.3839999999999968","49.7273999999999956","0.4236","66"
"Convenience Packs of Business Envelopes","Office Supplies","Envelopes","117.2880000000000048","48.21840000000000108","0.4111","36"
"Avery 500","Office Supplies","Labels","116.96","54.9711999999999930","0.4700","16"
"Rubber Band Ball","Office Supplies","Fasteners","116.6880000000000018","-0.5983999999999940","-0.0051","32"
"Xerox 223","Office Supplies","Paper","116.640000000000012","55.9872000000000026","0.4800","18"
"Xerox 1974","Office Supplies","Paper","114.8160000000000028","53.8200","0.4687","20"
"Binder Posts","Office Supplies","Binders","114.8000000000000072","15.6127999999999990","0.1360","32"
"Xerox 199","Office Supplies","Paper","114.7040000000000108","39.3759999999999840","0.3433","32"
"Avery 511","Office Supplies","Labels","113.3440000000000064","49.2799999999999974","0.4348","40"
"Avery 494","Office Supplies","Labels","112.751999999999998","47.91959999999999814","0.4250","46"
"Xerox 1965","Office Supplies","Paper","112.424000000000004","51.4280000000000026","0.4574","20"
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black","Technology","Phones","112.328","26.0128000000000048","0.2316","16"
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","Furniture","Furnishings","112.2","42.636","0.3800","6"
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","Office Supplies","Appliances","112.1799999999999986","6.9520000000000036","0.0620","36"
"Avery 493","Office Supplies","Labels","111.948000000000008","46.8413999999999956","0.4184","26"
"Xerox 1921","Office Supplies","Paper","111.888000000000014","34.9649999999999944","0.3125","14"
"GBC Standard Plastic Binding Systems Combs","Office Supplies","Binders","111.5099999999999884","-5.8409999999999948","-0.0524","26"
"Advantus Push Pins","Office Supplies","Fasteners","109.8720000000000076","40.4172000000000072","0.3679","54"
"Array Memo Cubes","Office Supplies","Paper","109.816","51.6963999999999958","0.4708","22"
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","Office Supplies","Paper","109.2000000000000092","44.9399999999999940","0.4115","30"
"Imation Swivel Flash Drive USB flash drive - 8 GB","Technology","Accessories","109.152","35.2469999999999996","0.3229","10"
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors","Office Supplies","Binders","108.948000000000016","-7.781999999999996","-0.0714","18"
"Xerox 208","Office Supplies","Paper","108.864000000000006","48.2112","0.4429","18"
"Ampad #10 Peel & Seel Holiday Envelopes","Office Supplies","Envelopes","107.520000000000006","51.6096000000000076","0.4800","24"
"Staple-on labels","Office Supplies","Labels","107.5080000000000076","43.1765999999999998","0.4016","42"
"Avery 492","Office Supplies","Labels","107.135999999999998","44.9279999999999906","0.4194","40"
"Eldon Imàge Series Desk Accessories, Clear","Furniture","Furnishings","106.920000000000006","12.7332000000000114","0.1191","34"
"GBC VeloBinder Strips","Office Supplies","Binders","105.9840000000000018","-47.6159999999999864","-0.4493","40"
"EcoTones Memo Sheets","Office Supplies","Paper","105.6","43.200000000000004","0.4091","30"
"Anderson Hickey Conga Table Tops & Accessories","Furniture","Tables","103.564000000000004","-35.0290000000000136","-0.3382","10"
"Colorific Watercolor Pencils","Office Supplies","Art","103.20","22.6007999999999888","0.2190","22"
"Avery Durable Slant Ring Binders","Office Supplies","Binders","102.9600000000000120","-47.5199999999999904","-0.4615","38"
"Wilson Jones Easy Flow II Sheet Lifters","Office Supplies","Binders","102.9600000000000030","11.2319999999999950","0.1091","98"
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","Office Supplies","Paper","102.72","48.2784","0.4700","12"
"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","Office Supplies","Binders","102.3680000000000036","7.3119999999999964","0.0714","40"
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""","Office Supplies","Paper","102.240000000000002","43.9199999999999986","0.4296","30"
"Avery 488","Office Supplies","Labels","102.06","46.368","0.4543","34"
"Colored Envelopes","Office Supplies","Envelopes","101.844","38.0807999999999920","0.3739","32"
"Eldon Spacemaker Box, Quick-Snap Lid, Clear","Office Supplies","Art","101.536","18.57039999999998716","0.1829","36"
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies","Appliances","101.1399999999999984","3.2676000000000004","0.0323","34"
"Avery 496","Office Supplies","Labels","100.50","45.8999999999999968","0.4567","28"
"Wausau Papers Astrobrights Colored Envelopes","Office Supplies","Envelopes","100.464000000000004","45.5676000000000052","0.4536","18"
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","Office Supplies","Paper","100.276000000000016","37.5562000000000006","0.3745","26"
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","Office Supplies","Paper","99.959999999999988","45.4229999999999930","0.4544","14"
"Xerox 1896","Office Supplies","Paper","99.90","44.9550","0.4500","10"
"Xerox 1950","Office Supplies","Paper","99.4160000000000062","46.3556000000000036","0.4663","18"
"TOPS Voice Message Log Book, Flash Format","Office Supplies","Paper","99.008","40.7455999999999976","0.4115","24"
"Xerox 218","Office Supplies","Paper","98.4960000000000044","44.5824000000000036","0.4526","16"
"Blackstonian Pencils","Office Supplies","Art","98.255999999999992","25.20479999999999962","0.2565","38"
"American Pencil","Office Supplies","Art","97.86","28.3793999999999888","0.2900","42"
"Eldon Image Series Black Desk Accessories","Furniture","Furnishings","97.703999999999988","34.11359999999999854","0.3492","24"
"Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","Office Supplies","Labels","96.0960000000000056","44.8447999999999974","0.4667","32"
"Revere Boxed Rubber Bands by Revere","Office Supplies","Fasteners","96.012","-11.41559999999999556","-0.1189","58"
"Newell 33","Office Supplies","Art","95.976000000000006","16.7399999999999852","0.1744","20"
"Avery 514","Office Supplies","Labels","95.615999999999994","45.6768","0.4777","34"
"Master Caster Door Stop, Gray","Furniture","Furnishings","95.504","28.4479999999999968","0.2979","20"
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter","Office Supplies","Appliances","95.0879999999999986","20.3759999999999956","0.2143","10"
"Newell 32","Office Supplies","Art","94.463999999999998","23.96160000000000052","0.2537","34"
"Xerox 1953","Office Supplies","Paper","94.1600000000000056","37.6639999999999882","0.4000","24"
"Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies","Art","94.16","29.1896","0.3100","22"
"Newell 316","Office Supplies","Art","93.888","16.4304000000000060","0.1750","22"
"Xerox 1998","Office Supplies","Paper","93.312000000000026","32.659200000000002","0.3500","18"
"Avery 520","Office Supplies","Labels","93.24","44.100","0.4730","30"
"Stacking Tray, Side-Loading, Legal, Smoke","Furniture","Furnishings","93.184000000000006","-5.73440000000001246","-0.0615","32"
"Xerox 1972","Office Supplies","Paper","92.928","34.8479999999999982","0.3750","20"
"Advantus SlideClip Paper Clips","Office Supplies","Fasteners","92.752","39.5560000000000008","0.4265","30"
"Decoflex Hanging Personal Folder File","Office Supplies","Storage","92.52","24.0552","0.2600","6"
